position,DM
minutes,799.0
passes_completed,0.1058
passes,-0.0347
dribbles_completed,-0.7458
dribbles,-0.733
passes_completed_short,-0.1718
passes_short,-0.3151
passes_completed_medium,0.2479
passes_medium,0.133
passes_completed_long,0.3749
passes_long,0.3409
passes_total_distance,0.2644
passes_free_kicks,0.44
through_balls,-0.6322
passes_pressure,-0.0959
passes_switches,-0.0676
crosses,-0.4856
corner_kicks,-0.5567
passes_intercepted,-1.0656
passes_blocked,-0.7143
dispossessed,-0.6501
goals,0.5672
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.622
shots_on_target,-0.2006
sca,-0.765
gca,-0.5092
xg,-0.4865
crosses_into_penalty_area,-0.4523
passes_into_final_third,0.4448
passes_into_penalty_area,-0.7795
progressive_passes,0.9018
carry_progressive_distance,-0.3133
assisted_shots,-0.9103
fouled,-0.448
pens_won,-0.2937
tackles,-0.1026
interceptions,-1.4021
blocks,-0.9347
tackles_won,-0.6545
dribble_tackles,0.3519
dribbles_vs,0.6762
pressures,-0.12
pressure_regains,-0.2327
clearances,-0.5407
errors,-0.376
aerials_won,-0.2302
aerials_lost,0.0766
ball_recoveries,-0.0035
pens_conceded,-0.3183
fouls,-0.403
cards_yellow_red,-0.1907
