position,LM
minutes,312.0
passes_completed,-1.0409
passes,-1.119
dribbles_completed,-0.2885
dribbles,-0.2902
passes_completed_short,-0.9447
passes_short,-1.1545
passes_completed_medium,-1.05
passes_medium,-1.2109
passes_completed_long,-0.2868
passes_long,-0.1488
passes_total_distance,-0.8189
passes_free_kicks,-1.022
through_balls,3.4565
passes_pressure,-1.662
passes_switches,0.4592
crosses,0.2916
corner_kicks,1.0863
passes_intercepted,-1.8578
passes_blocked,0.6612
dispossessed,-1.415
goals,0.9293
assists,1.5417
pens_made,-0.2419
pens_att,-0.2711
shots_total,1.7107
shots_on_target,1.7995
sca,-0.7427
gca,-1.0103
xg,2.0105
crosses_into_penalty_area,0.1696
passes_into_final_third,-0.7426
passes_into_penalty_area,0.4966
progressive_passes,-0.2096
carry_progressive_distance,-0.7157
assisted_shots,-0.567
fouled,-0.1064
pens_won,-0.2937
tackles,0.7625
interceptions,0.172
blocks,-0.5374
tackles_won,0.1815
dribble_tackles,-0.674
dribbles_vs,1.0799
pressures,-0.1833
pressure_regains,-0.8117
clearances,-0.3207
errors,-0.376
aerials_won,-1.1372
aerials_lost,-0.7284
ball_recoveries,-1.2763
pens_conceded,-0.3183
fouls,-0.6433
cards_yellow_red,-0.1907
