position,LM
minutes,930.0
passes_completed,-0.6115
passes,-0.631
dribbles_completed,-0.8157
dribbles,-0.6116
passes_completed_short,-0.348
passes_short,-0.3575
passes_completed_medium,-0.4497
passes_medium,-0.4508
passes_completed_long,-1.0475
passes_long,-0.9252
passes_total_distance,-0.7317
passes_free_kicks,-0.9079
through_balls,0.0537
passes_pressure,-0.8843
passes_switches,-0.9801
crosses,-0.0185
corner_kicks,-0.0055
passes_intercepted,-0.7235
passes_blocked,0.395
dispossessed,-0.3197
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.8248
shots_on_target,-0.5545
sca,-0.4227
gca,-1.0103
xg,-0.5435
crosses_into_penalty_area,0.5185
passes_into_final_third,-0.6182
passes_into_penalty_area,-0.3999
progressive_passes,-0.818
carry_progressive_distance,-1.0082
assisted_shots,-0.1447
fouled,0.1652
pens_won,-0.2937
tackles,0.7801
interceptions,0.1837
blocks,3.1259
tackles_won,0.3637
dribble_tackles,-0.4127
dribbles_vs,0.8721
pressures,-0.1996
pressure_regains,0.2182
clearances,0.9076
errors,1.6539
aerials_won,-0.4554
aerials_lost,-0.8251
ball_recoveries,-0.2081
pens_conceded,-0.3183
fouls,-0.164
cards_yellow_red,-0.1907
