position,LB
passes_completed,-0.2597
passes,0.0148
dribbles_completed,-0.9205
dribbles,-0.966
passes_completed_short,-0.2507
passes_short,-0.2801
passes_completed_medium,-0.1557
passes_medium,0.0682
passes_completed_long,-0.2545
passes_long,0.4631
passes_total_distance,-0.2189
passes_free_kicks,-0.0344
through_balls,-0.3624
passes_pressure,-0.2148
passes_switches,-0.2536
crosses,0.2342
corner_kicks,-0.4
passes_intercepted,-0.3415
passes_blocked,-0.2546
dispossessed,-0.9696
goals,-0.7238
assists,-0.5678
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.706
shots_on_target,-0.5935
sca,-0.5366
gca,-0.5023
xg,-0.7177
crosses_into_penalty_area,0.3603
passes_into_final_third,0.068
passes_into_penalty_area,-0.1774
progressive_passes,-0.1726
carry_progressive_distance,-0.9793
assisted_shots,-0.4847
fouled,0.5107
pens_won,0.0071
tackles,0.7925
interceptions,0.3512
blocks,1.7748
tackles_won,0.4255
dribble_tackles,1.0133
dribbles_vs,0.4428
pressures,-0.6395
pressure_regains,-0.4802
clearances,1.1681
errors,0.156
aerials_won,0.3817
aerials_lost,-0.1023
ball_recoveries,0.9772
pens_conceded,1.7684
fouls,0.4197
cards_yellow_red,0.3451
