position,LM
minutes,-0.7303
passes_completed,-0.6374
passes,-0.6222
dribbles_completed,-0.4088
dribbles,-0.3913
passes_completed_short,-0.5892
passes_short,-0.589
passes_completed_medium,-0.6045
passes_medium,-0.5764
passes_completed_long,-0.5903
passes_long,-0.5166
passes_total_distance,-0.6413
passes_free_kicks,-0.5605
through_balls,-0.5
passes_pressure,-0.6823
passes_switches,-0.5982
crosses,0.0308
corner_kicks,-0.3242
passes_intercepted,-0.456
passes_blocked,-0.3734
dispossessed,-0.6552
goals,-0.4721
assists,-0.3472
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6023
shots_on_target,-0.5775
sca,-0.51
gca,-0.525
xg,-0.4943
crosses_into_penalty_area,0.2867
passes_into_final_third,-0.6418
passes_into_penalty_area,-0.224
progressive_passes,-0.5556
carry_progressive_distance,-0.6124
assisted_shots,-0.3718
fouled,-0.7453
pens_won,-0.3681
tackles,-0.6817
interceptions,-0.6604
blocks,-0.6588
tackles_won,-0.6605
dribble_tackles,-0.5873
dribbles_vs,-0.6581
pressures,-0.6906
pressure_regains,-0.6639
clearances,-0.3229
errors,-0.5331
aerials_won,-0.4922
aerials_lost,-0.5739
ball_recoveries,-0.6908
pens_conceded,-0.4889
fouls,-0.4883
cards_yellow_red,2.2462
