position,FW
minutes,-0.5195
passes_completed,-1.7015
passes,-1.85
dribbles_completed,-0.079
dribbles,-0.2344
passes_completed_short,-1.3553
passes_short,-1.4577
passes_completed_medium,-1.6543
passes_medium,-1.7219
passes_completed_long,-1.1975
passes_long,-1.4175
passes_total_distance,-1.6389
passes_free_kicks,-0.745
through_balls,0.1989
passes_pressure,-1.0006
passes_switches,-1.2686
crosses,-0.7487
corner_kicks,-0.5565
passes_intercepted,-1.3074
passes_blocked,0.5311
dispossessed,0.841
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,0.6456
shots_on_target,0.983
sca,-0.3468
gca,-1.0099
xg,0.12
crosses_into_penalty_area,-0.8504
passes_into_final_third,-1.0511
passes_into_penalty_area,-1.1241
progressive_passes,-1.5317
carry_progressive_distance,-0.8365
assisted_shots,-1.0583
fouled,0.5529
pens_won,-0.2935
tackles,-0.1645
interceptions,-1.3917
blocks,-1.6131
tackles_won,0.6244
dribble_tackles,-1.4373
dribbles_vs,-0.4556
pressures,0.8765
pressure_regains,0.8769
clearances,-0.7328
errors,-0.3758
aerials_won,0.0432
aerials_lost,2.5704
ball_recoveries,-1.2053
pens_conceded,-0.3182
fouls,1.9429
cards_yellow_red,-0.1906
