position,RB
minutes,0.5815
passes_completed,-0.3073
passes,-0.0503
dribbles_completed,-0.0379
dribbles,0.0699
passes_completed_short,-0.6249
passes_short,-0.5475
passes_completed_medium,0.103
passes_medium,0.3028
passes_completed_long,-0.2892
passes_long,0.0912
passes_total_distance,-0.1573
passes_free_kicks,-0.1485
through_balls,0.1172
passes_pressure,-0.6333
passes_switches,-0.4506
crosses,0.5211
corner_kicks,-0.4896
passes_intercepted,-0.205
passes_blocked,0.7587
dispossessed,-0.218
goals,-0.7238
assists,-0.4886
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.8887
shots_on_target,-0.7694
sca,-0.5061
gca,-0.0693
xg,-0.8401
crosses_into_penalty_area,0.8945
passes_into_final_third,-0.4596
passes_into_penalty_area,0.0152
progressive_passes,-0.6122
carry_progressive_distance,-0.0711
assisted_shots,-0.3829
fouled,0.1445
pens_won,-0.2935
tackles,0.3673
interceptions,0.2052
blocks,0.4748
tackles_won,-0.0486
dribble_tackles,0.0557
dribbles_vs,-0.4389
pressures,-0.7685
pressure_regains,-0.6034
clearances,0.7461
errors,0.3633
aerials_won,0.1755
aerials_lost,-0.412
ball_recoveries,0.4703
pens_conceded,1.6152
fouls,0.6952
cards_yellow_red,1.2984
