position,RW
minutes,-0.5232
passes_completed,-0.36
passes,-0.4466
dribbles_completed,3.5764
dribbles,3.0546
passes_completed_short,0.1064
passes_short,0.1593
passes_completed_medium,-0.3861
passes_medium,-0.4206
passes_completed_long,-0.8535
passes_long,-0.9637
passes_total_distance,-0.5461
passes_free_kicks,-0.8822
through_balls,0.2054
passes_pressure,-0.0954
passes_switches,-1.0145
crosses,-1.038
corner_kicks,-0.4443
passes_intercepted,-0.1953
passes_blocked,0.0326
dispossessed,2.8644
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,2.0776
shots_total,-0.2123
shots_on_target,0.1299
sca,1.005
gca,-1.0099
xg,1.2315
crosses_into_penalty_area,-0.8504
passes_into_final_third,-0.3948
passes_into_penalty_area,0.7251
progressive_passes,0.1385
carry_progressive_distance,3.0951
assisted_shots,0.8109
fouled,1.6881
pens_won,-0.2935
tackles,1.388
interceptions,-0.8957
blocks,0.25
tackles_won,0.8503
dribble_tackles,0.44
dribbles_vs,-0.027
pressures,0.9866
pressure_regains,0.7516
clearances,-0.8728
errors,-0.3758
aerials_won,-0.8989
aerials_lost,0.1458
ball_recoveries,-0.5032
pens_conceded,-0.3182
fouls,0.0608
cards_yellow_red,-0.1906
