position,LM
minutes,422.0
passes_completed,0.0565
passes,1.0831
dribbles_completed,0.8732
dribbles,0.3219
passes_completed_short,0.24
passes_short,0.933
passes_completed_medium,-0.2809
passes_medium,0.3148
passes_completed_long,0.4655
passes_long,1.6888
passes_total_distance,0.1175
passes_free_kicks,0.4878
through_balls,-0.6322
passes_pressure,1.3478
passes_switches,0.8897
crosses,1.5027
corner_kicks,2.6825
passes_intercepted,1.1419
passes_blocked,3.1159
dispossessed,-1.1736
goals,-0.724
assists,0.9388
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.8853
shots_on_target,-1.029
sca,0.57
gca,0.8873
xg,-0.7379
crosses_into_penalty_area,-0.0964
passes_into_final_third,-0.8423
passes_into_penalty_area,0.3598
progressive_passes,0.1287
carry_progressive_distance,-0.3759
assisted_shots,0.7486
fouled,0.0636
pens_won,-0.2937
tackles,0.3028
interceptions,2.3762
blocks,1.6722
tackles_won,-0.3445
dribble_tackles,-0.8731
dribbles_vs,-0.9696
pressures,-0.2451
pressure_regains,0.0453
clearances,0.5256
errors,-0.376
aerials_won,1.4388
aerials_lost,-0.2198
ball_recoveries,0.4604
pens_conceded,-0.3183
fouls,-0.6632
cards_yellow_red,-0.1907
