position,DM
minutes,-0.1135
passes_completed,0.2326
passes,0.1849
dribbles_completed,-0.0312
dribbles,-0.0106
passes_completed_short,0.2193
passes_short,0.2333
passes_completed_medium,0.2587
passes_medium,0.2468
passes_completed_long,0.1407
passes_long,-0.0483
passes_total_distance,0.2188
passes_free_kicks,0.4723
through_balls,-0.2865
passes_pressure,0.3829
passes_switches,-0.0326
crosses,-0.4609
corner_kicks,-0.2996
passes_intercepted,-0.0191
passes_blocked,0.1748
dispossessed,-0.0302
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.4847
shots_on_target,-0.5775
sca,-0.2626
gca,-0.2094
xg,-0.4219
crosses_into_penalty_area,-0.3669
passes_into_final_third,0.596
passes_into_penalty_area,-0.102
progressive_passes,0.466
carry_progressive_distance,-0.0238
assisted_shots,-0.2616
fouled,0.1436
pens_won,-0.3681
tackles,0.3349
interceptions,0.1588
blocks,0.2561
tackles_won,0.4575
dribble_tackles,0.1613
dribbles_vs,0.448
pressures,0.3593
pressure_regains,0.4584
clearances,-0.0971
errors,-0.5331
aerials_won,0.5069
aerials_lost,0.3825
ball_recoveries,0.5159
pens_conceded,0.7569
fouls,0.345
cards_yellow_red,-0.3235
