position,CM
minutes,890.0
passes_completed,-0.0664
passes,-0.2134
dribbles_completed,-0.4622
dribbles,-0.6506
passes_completed_short,0.3265
passes_short,0.4559
passes_completed_medium,-0.1653
passes_medium,-0.3961
passes_completed_long,-0.8065
passes_long,-0.8329
passes_total_distance,-0.401
passes_free_kicks,0.0518
through_balls,-0.6322
passes_pressure,0.6526
passes_switches,-1.2865
crosses,-0.8857
corner_kicks,-0.5567
passes_intercepted,-0.6725
passes_blocked,-0.3892
dispossessed,-0.156
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.0154
shots_on_target,-1.029
sca,-1.1044
gca,-0.5604
xg,-0.7458
crosses_into_penalty_area,-0.4931
passes_into_final_third,-0.3249
passes_into_penalty_area,-0.8335
progressive_passes,-0.5678
carry_progressive_distance,-1.0699
assisted_shots,-1.1052
fouled,1.4776
pens_won,-0.2937
tackles,0.7839
interceptions,0.9
blocks,1.1463
tackles_won,1.17
dribble_tackles,0.7045
dribbles_vs,0.4054
pressures,1.0642
pressure_regains,0.4244
clearances,-0.2848
errors,1.7451
aerials_won,0.2878
aerials_lost,-0.2771
ball_recoveries,1.6832
pens_conceded,-0.3183
fouls,1.5584
cards_yellow_red,-0.1907
