position,RB
passes_completed,1.5599
passes,1.4747
dribbles_completed,-0.6627
dribbles,-0.6567
passes_completed_short,0.8154
passes_short,0.7277
passes_completed_medium,1.7975
passes_medium,1.7637
passes_completed_long,1.0359
passes_long,0.636
passes_total_distance,1.5742
passes_free_kicks,0.1818
through_balls,-0.4093
passes_pressure,-0.0779
passes_switches,0.0937
crosses,-0.0959
corner_kicks,-0.4565
passes_intercepted,0.043
passes_blocked,-0.6184
dispossessed,-0.9775
goals,-0.3883
assists,-0.3989
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.6932
shots_on_target,-0.6252
sca,-0.7663
gca,-0.5903
xg,-0.5756
crosses_into_penalty_area,0.0378
passes_into_final_third,0.9962
passes_into_penalty_area,-0.1589
progressive_passes,0.7443
carry_progressive_distance,0.4187
assisted_shots,-0.6294
fouled,-0.7197
pens_won,-0.3695
tackles,-0.4076
interceptions,0.6767
blocks,0.4068
tackles_won,-0.4715
dribble_tackles,-0.089
dribbles_vs,-0.7425
pressures,-0.849
pressure_regains,-0.5738
clearances,1.7545
errors,-0.0407
aerials_won,1.1037
aerials_lost,0.1832
ball_recoveries,1.0192
pens_conceded,0.5302
fouls,-0.553
cards_yellow_red,-0.2618
