position,LW
minutes,0.0511
passes_completed,-0.261
passes,0.0441
dribbles_completed,-0.6561
dribbles,-0.2587
passes_completed_short,-0.32
passes_short,-0.1092
passes_completed_medium,-0.1413
passes_medium,0.0267
passes_completed_long,-0.1736
passes_long,0.3135
passes_total_distance,-0.2357
passes_free_kicks,0.9851
through_balls,-0.2553
passes_pressure,-0.1534
passes_switches,0.8829
crosses,2.7658
corner_kicks,2.6219
passes_intercepted,1.0083
passes_blocked,1.0834
dispossessed,0.39
goals,0.1901
assists,2.6383
pens_made,-0.2418
pens_att,-0.271
shots_total,0.4608
shots_on_target,1.0559
sca,1.1668
gca,1.591
xg,0.2548
crosses_into_penalty_area,1.0295
passes_into_final_third,-0.2577
passes_into_penalty_area,1.6848
progressive_passes,0.6675
carry_progressive_distance,0.685
assisted_shots,2.1925
fouled,1.2079
pens_won,0.9668
tackles,-1.528
interceptions,-0.859
blocks,-0.5957
tackles_won,-1.5568
dribble_tackles,-1.015
dribbles_vs,-0.9095
pressures,-0.3526
pressure_regains,-1.3582
clearances,-0.6311
errors,-0.3758
aerials_won,-0.8158
aerials_lost,-0.4438
ball_recoveries,-0.8848
pens_conceded,-0.3182
fouls,-1.9579
cards_yellow_red,-0.1906
