position,LW
minutes,-0.6187
passes_completed,1.0101
passes,1.1649
dribbles_completed,-0.261
dribbles,-0.4629
passes_completed_short,1.5406
passes_short,1.5001
passes_completed_medium,0.2054
passes_medium,0.3458
passes_completed_long,0.7132
passes_long,0.9178
passes_total_distance,0.6396
passes_free_kicks,1.9535
through_balls,-0.632
passes_pressure,3.1522
passes_switches,0.5122
crosses,-0.1568
corner_kicks,1.9779
passes_intercepted,1.6197
passes_blocked,0.517
dispossessed,-0.5751
goals,-0.7238
assists,0.4183
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.2388
shots_on_target,-0.3014
sca,0.2467
gca,0.3098
xg,-0.5711
crosses_into_penalty_area,-0.8504
passes_into_final_third,0.7378
passes_into_penalty_area,0.5483
progressive_passes,-0.1563
carry_progressive_distance,-0.6628
assisted_shots,0.5221
fouled,0.5398
pens_won,-0.2935
tackles,1.3673
interceptions,1.1544
blocks,0.4477
tackles_won,0.4987
dribble_tackles,0.5266
dribbles_vs,1.6903
pressures,1.9301
pressure_regains,1.7795
clearances,-0.6579
errors,-0.3758
aerials_won,-0.5396
aerials_lost,-1.0191
ball_recoveries,0.3389
pens_conceded,-0.3182
fouls,-1.8038
cards_yellow_red,-0.1906
