position,CM
minutes,-0.8165
passes_completed,-0.6576
passes,-0.696
dribbles_completed,-0.5347
dribbles,-0.5893
passes_completed_short,-0.6722
passes_short,-0.6791
passes_completed_medium,-0.5699
passes_medium,-0.6055
passes_completed_long,-0.6043
passes_long,-0.6025
passes_total_distance,-0.6498
passes_free_kicks,-0.4683
through_balls,-0.5
passes_pressure,-0.7481
passes_switches,-0.7076
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.4957
passes_blocked,-0.7721
dispossessed,-0.5831
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.5631
shots_on_target,-0.5775
sca,-0.675
gca,-0.6302
xg,-0.4798
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.5488
passes_into_penalty_area,-0.5288
progressive_passes,-0.4863
carry_progressive_distance,-0.7608
assisted_shots,-0.6472
fouled,-0.6437
pens_won,-0.3681
tackles,-0.5123
interceptions,-0.4467
blocks,-0.5737
tackles_won,-0.4546
dribble_tackles,-0.5338
dribbles_vs,-0.5055
pressures,-0.5632
pressure_regains,-0.4663
clearances,-0.4564
errors,-0.5331
aerials_won,-0.3997
aerials_lost,-0.4076
ball_recoveries,-0.5638
pens_conceded,-0.4889
fouls,-0.5958
cards_yellow_red,-0.3235
