position,GK
minutes,0.7402
passes_completed,-0.0279
passes,0.2211
dribbles_completed,-0.5599
dribbles,-0.6046
passes_completed_short,-0.5478
passes_short,-0.6
passes_completed_medium,-0.0491
passes_medium,-0.1583
passes_completed_long,1.2534
passes_long,2.1627
passes_total_distance,0.591
passes_free_kicks,2.3166
through_balls,-0.073
passes_pressure,-0.3886
passes_switches,-0.1786
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.5354
passes_blocked,-0.7471
dispossessed,-0.7273
goals,-0.4721
assists,-0.3472
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6611
shots_on_target,-0.5775
sca,-0.565
gca,-0.4198
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.3068
passes_into_penalty_area,-0.4983
progressive_passes,-0.772
carry_progressive_distance,-0.3069
assisted_shots,-0.5645
fouled,-0.7707
pens_won,-0.3681
tackles,-0.8512
interceptions,-0.8029
blocks,-0.8928
tackles_won,-0.8371
dribble_tackles,-0.8012
dribbles_vs,-0.8107
pressures,-0.9067
pressure_regains,-0.9089
clearances,-0.5796
errors,1.8167
aerials_won,-0.6772
aerials_lost,-0.761
ball_recoveries,-0.1416
pens_conceded,-0.4889
fouls,-0.9183
cards_yellow_red,-0.3235
