position,RM
minutes,-0.6895
passes_completed,-1.2869
passes,-1.1105
dribbles_completed,0.3716
dribbles,0.3446
passes_completed_short,-1.1612
passes_short,-0.8679
passes_completed_medium,-1.067
passes_medium,-1.0462
passes_completed_long,-1.0075
passes_long,-0.9043
passes_total_distance,-1.2587
passes_free_kicks,-0.3739
through_balls,1.9618
passes_pressure,0.2573
passes_switches,-1.0022
crosses,0.0719
corner_kicks,0.3121
passes_intercepted,-0.1412
passes_blocked,1.3407
dispossessed,0.6565
goals,1.3739
assists,0.6963
pens_made,-0.2418
pens_att,-0.271
shots_total,0.0175
shots_on_target,0.7657
sca,0.6966
gca,1.4324
xg,0.161
crosses_into_penalty_area,0.4441
passes_into_final_third,-1.0651
passes_into_penalty_area,0.6958
progressive_passes,-0.0638
carry_progressive_distance,-0.0274
assisted_shots,0.7074
fouled,-0.676
pens_won,4.0458
tackles,0.1976
interceptions,-1.6369
blocks,1.1017
tackles_won,0.4044
dribble_tackles,0.5011
dribbles_vs,0.8251
pressures,1.2462
pressure_regains,1.0702
clearances,-0.6845
errors,3.4624
aerials_won,-0.4
aerials_lost,-0.7569
ball_recoveries,0.4427
pens_conceded,-0.3182
fouls,1.8086
cards_yellow_red,-0.1906
