position,WB
minutes,327.0
passes_completed,0.0888
passes,0.3825
dribbles_completed,-1.2424
dribbles,-1.0807
passes_completed_short,-0.0623
passes_short,-0.1792
passes_completed_medium,0.2452
passes_medium,0.4605
passes_completed_long,-0.3442
passes_long,0.1937
passes_total_distance,0.031
passes_free_kicks,0.277
through_balls,-0.6322
passes_pressure,-0.5782
passes_switches,-0.8051
crosses,-0.4549
corner_kicks,-0.5567
passes_intercepted,-1.2126
passes_blocked,2.1524
dispossessed,-0.792
goals,-0.724
assists,1.4356
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.7545
shots_on_target,-1.029
sca,0.1072
gca,1.4386
xg,-0.8911
crosses_into_penalty_area,0.1228
passes_into_final_third,-0.277
passes_into_penalty_area,-0.4471
progressive_passes,0.0585
carry_progressive_distance,-0.5816
assisted_shots,0.1856
fouled,2.054
pens_won,6.2329
tackles,2.9178
interceptions,0.6646
blocks,0.6776
tackles_won,1.5329
dribble_tackles,2.2065
dribbles_vs,2.2344
pressures,0.5472
pressure_regains,-0.1846
clearances,1.4706
errors,5.3969
aerials_won,0.525
aerials_lost,-0.7559
ball_recoveries,1.2527
pens_conceded,-0.3183
fouls,1.0755
cards_yellow_red,-0.1907
