position,WB
minutes,0.4543
passes_completed,0.5571
passes,0.6884
dribbles_completed,0.2458
dribbles,0.1112
passes_completed_short,0.8019
passes_short,0.8478
passes_completed_medium,0.5191
passes_medium,0.7022
passes_completed_long,-0.0968
passes_long,0.1484
passes_total_distance,0.3561
passes_free_kicks,-0.1548
through_balls,-0.2865
passes_pressure,0.6415
passes_switches,-0.2698
crosses,0.4131
corner_kicks,-0.3242
passes_intercepted,1.7683
passes_blocked,0.9722
dispossessed,0.2822
goals,-0.3403
assists,-0.1163
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.1318
shots_on_target,-0.1136
sca,-0.0288
gca,0.001
xg,-0.3641
crosses_into_penalty_area,0.4735
passes_into_final_third,0.5215
passes_into_penalty_area,0.2638
progressive_passes,0.9249
carry_progressive_distance,0.5055
assisted_shots,-0.2065
fouled,0.3214
pens_won,-0.3681
tackles,1.5963
interceptions,1.5478
blocks,1.3198
tackles_won,1.3401
dribble_tackles,1.5517
dribbles_vs,0.7723
pressures,0.4435
pressure_regains,0.7904
clearances,1.135
errors,-0.5331
aerials_won,1.3765
aerials_lost,0.3409
ball_recoveries,0.8558
pens_conceded,0.7569
fouls,0.3987
cards_yellow_red,-0.3235
