position,LB
minutes,1.64
passes_completed,2.5062
passes,2.334
dribbles_completed,-0.0815
dribbles,-0.0715
passes_completed_short,2.8709
passes_short,2.7298
passes_completed_medium,2.484
passes_medium,2.4458
passes_completed_long,0.8065
passes_long,0.6831
passes_total_distance,2.0185
passes_free_kicks,0.2879
through_balls,-0.073
passes_pressure,1.8601
passes_switches,0.1316
crosses,1.0323
corner_kicks,-0.2751
passes_intercepted,0.9342
passes_blocked,2.1433
dispossessed,-0.2465
goals,0.5824
assists,0.5763
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.2602
shots_on_target,0.2989
sca,0.4936
gca,0.5269
xg,0.3015
crosses_into_penalty_area,1.2204
passes_into_final_third,1.8711
passes_into_penalty_area,0.904
progressive_passes,1.6521
carry_progressive_distance,1.3677
assisted_shots,0.3719
fouled,0.6007
pens_won,0.7686
tackles,1.6152
interceptions,1.9752
blocks,1.958
tackles_won,1.4578
dribble_tackles,2.2469
dribbles_vs,1.7258
pressures,1.0225
pressure_regains,1.0986
clearances,1.9975
errors,-0.5331
aerials_won,1.6355
aerials_lost,1.4012
ball_recoveries,1.7001
pens_conceded,0.7569
fouls,1.017
cards_yellow_red,-0.3235
