position,LM
minutes,356.0
passes_completed,-0.6871
passes,-0.5297
dribbles_completed,-0.6851
dribbles,-0.0685
passes_completed_short,-0.4793
passes_short,-0.3492
passes_completed_medium,-0.8732
passes_medium,-0.888
passes_completed_long,-0.5326
passes_long,-0.5501
passes_total_distance,-0.8577
passes_free_kicks,-0.1271
through_balls,-0.6322
passes_pressure,0.5892
passes_switches,-0.5824
crosses,0.1152
corner_kicks,0.8832
passes_intercepted,1.1054
passes_blocked,2.5632
dispossessed,1.1601
goals,0.725
assists,3.2831
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.8001
shots_on_target,0.8302
sca,-0.6533
gca,1.2391
xg,0.3804
crosses_into_penalty_area,1.8319
passes_into_final_third,-0.6969
passes_into_penalty_area,0.2736
progressive_passes,-0.6002
carry_progressive_distance,0.8575
assisted_shots,-0.3063
fouled,-0.2992
pens_won,-0.2937
tackles,-0.7723
interceptions,-1.1089
blocks,0.0334
tackles_won,-0.5101
dribble_tackles,-0.7684
dribbles_vs,0.7026
pressures,0.2303
pressure_regains,-0.0734
clearances,-0.7111
errors,-0.376
aerials_won,-0.6283
aerials_lost,0.2483
ball_recoveries,-1.484
pens_conceded,-0.3183
fouls,0.4119
cards_yellow_red,-0.1907
