position,LM
minutes,-0.1738
passes_completed,0.1009
passes,0.3509
dribbles_completed,0.5501
dribbles,0.7981
passes_completed_short,0.5112
passes_short,0.8152
passes_completed_medium,-0.2139
passes_medium,-0.146
passes_completed_long,0.0783
passes_long,0.2835
passes_total_distance,-0.0022
passes_free_kicks,-0.9417
through_balls,-0.632
passes_pressure,1.337
passes_switches,0.2022
crosses,2.2728
corner_kicks,-0.4278
passes_intercepted,0.2073
passes_blocked,2.3874
dispossessed,0.4256
goals,-0.7238
assists,0.8586
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.3337
shots_on_target,-0.6964
sca,0.4098
gca,0.497
xg,-0.6961
crosses_into_penalty_area,3.942
passes_into_final_third,-0.6709
passes_into_penalty_area,1.4472
progressive_passes,-0.2774
carry_progressive_distance,1.2311
assisted_shots,0.3562
fouled,0.9899
pens_won,-0.2935
tackles,0.357
interceptions,-0.2203
blocks,1.2705
tackles_won,0.5337
dribble_tackles,0.5361
dribbles_vs,-0.2992
pressures,0.0076
pressure_regains,0.3082
clearances,-0.852
errors,-0.3758
aerials_won,-0.2503
aerials_lost,-0.4123
ball_recoveries,0.7445
pens_conceded,-0.3182
fouls,0.3697
cards_yellow_red,-0.1906
