position,CM
minutes,-0.7333
passes_completed,0.6405
passes,0.9748
dribbles_completed,-1.0062
dribbles,-0.9769
passes_completed_short,-0.122
passes_short,-0.0135
passes_completed_medium,0.4881
passes_medium,0.4415
passes_completed_long,2.093
passes_long,2.7319
passes_total_distance,1.1661
passes_free_kicks,0.997
through_balls,0.8836
passes_pressure,2.8796
passes_switches,4.5613
crosses,-0.43
corner_kicks,0.4585
passes_intercepted,1.1507
passes_blocked,0.6327
dispossessed,-0.6883
goals,2.9534
assists,0.9437
pens_made,-0.2418
pens_att,3.9798
shots_total,0.4715
shots_on_target,0.5441
sca,-0.1169
gca,0.8929
xg,1.414
crosses_into_penalty_area,-0.094
passes_into_final_third,1.7822
passes_into_penalty_area,-0.3041
progressive_passes,1.0949
carry_progressive_distance,-0.2396
assisted_shots,-0.1665
fouled,-1.0872
pens_won,-0.2935
tackles,0.3097
interceptions,0.1518
blocks,0.3391
tackles_won,1.1561
dribble_tackles,0.2616
dribbles_vs,1.0454
pressures,-0.4574
pressure_regains,-0.7877
clearances,0.4014
errors,-0.3758
aerials_won,-1.1368
aerials_lost,-1.1051
ball_recoveries,0.7043
pens_conceded,-0.3182
fouls,0.034
cards_yellow_red,-0.1906
