position,AM
minutes,389.0
passes_completed,-0.994
passes,-0.7687
dribbles_completed,-0.2223
dribbles,-0.1702
passes_completed_short,-0.3296
passes_short,-0.1334
passes_completed_medium,-1.0642
passes_medium,-0.9429
passes_completed_long,-1.2026
passes_long,-0.6591
passes_total_distance,-1.1113
passes_free_kicks,0.3429
through_balls,-0.6322
passes_pressure,-1.4649
passes_switches,-0.4035
crosses,1.7265
corner_kicks,0.5414
passes_intercepted,-0.2307
passes_blocked,0.4988
dispossessed,1.2035
goals,0.602
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.8633
shots_on_target,-0.4618
sca,-0.7403
gca,-1.0103
xg,1.7686
crosses_into_penalty_area,-0.0324
passes_into_final_third,-1.0594
passes_into_penalty_area,0.8631
progressive_passes,-1.0205
carry_progressive_distance,1.7885
assisted_shots,-0.0665
fouled,0.8357
pens_won,-0.2937
tackles,-1.6954
interceptions,-1.6376
blocks,-0.5327
tackles_won,-1.4318
dribble_tackles,-1.4379
dribbles_vs,-1.1566
pressures,-0.266
pressure_regains,0.1429
clearances,-0.7369
errors,-0.376
aerials_won,-0.4386
aerials_lost,-0.1258
ball_recoveries,-1.0192
pens_conceded,-0.3183
fouls,-0.1713
cards_yellow_red,-0.1907
