position,WB
minutes,905.0
passes_completed,-0.322
passes,-0.0633
dribbles_completed,-0.3655
dribbles,-0.2567
passes_completed_short,-0.3921
passes_short,-0.472
passes_completed_medium,-0.3655
passes_medium,-0.2479
passes_completed_long,0.2228
passes_long,0.8698
passes_total_distance,-0.1869
passes_free_kicks,-0.318
through_balls,-0.6322
passes_pressure,-0.6566
passes_switches,0.7357
crosses,3.0473
corner_kicks,-0.0847
passes_intercepted,-0.4591
passes_blocked,1.1832
dispossessed,0.0482
goals,-0.154
assists,0.026
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.4956
shots_on_target,-0.2976
sca,0.9023
gca,0.317
xg,-0.6768
crosses_into_penalty_area,6.5363
passes_into_final_third,-0.2246
passes_into_penalty_area,3.5136
progressive_passes,0.8738
carry_progressive_distance,0.0207
assisted_shots,1.461
fouled,0.2158
pens_won,-0.2937
tackles,-0.3212
interceptions,0.442
blocks,0.7756
tackles_won,-0.2712
dribble_tackles,-0.3844
dribbles_vs,-0.4526
pressures,-0.6571
pressure_regains,-0.6751
clearances,-0.1172
errors,-0.376
aerials_won,-0.5366
aerials_lost,-0.5012
ball_recoveries,0.0489
pens_conceded,-0.3183
fouls,-1.0785
cards_yellow_red,-0.1907
