position,LB
minutes,1420.0
passes_completed,0.1103
passes,0.0518
dribbles_completed,-0.1945
dribbles,-0.5802
passes_completed_short,0.2839
passes_short,0.1938
passes_completed_medium,0.153
passes_medium,0.1464
passes_completed_long,-0.3467
passes_long,-0.2403
passes_total_distance,0.046
passes_free_kicks,0.2493
through_balls,-0.183
passes_pressure,0.5466
passes_switches,-0.037
crosses,-0.4041
corner_kicks,-0.5567
passes_intercepted,-0.5206
passes_blocked,-0.385
dispossessed,-0.7694
goals,-0.724
assists,-0.2632
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.2689
shots_on_target,-0.8736
sca,-0.8046
gca,-0.4464
xg,-0.8911
crosses_into_penalty_area,-0.1782
passes_into_final_third,-0.4223
passes_into_penalty_area,-0.7132
progressive_passes,-0.0273
carry_progressive_distance,-0.4957
assisted_shots,-0.6674
fouled,-0.2097
pens_won,-0.2937
tackles,0.2815
interceptions,-0.4448
blocks,1.3355
tackles_won,-0.2846
dribble_tackles,1.5834
dribbles_vs,0.4866
pressures,-0.0659
pressure_regains,-0.2319
clearances,0.4348
errors,3.6122
aerials_won,0.3301
aerials_lost,-0.2083
ball_recoveries,0.5975
pens_conceded,-0.3183
fouls,0.6241
cards_yellow_red,-0.1907
