position,LM
minutes,-0.4425
passes_completed,-0.7065
passes,-0.6385
dribbles_completed,0.6472
dribbles,1.3282
passes_completed_short,-0.1875
passes_short,-0.1882
passes_completed_medium,-0.9188
passes_medium,-0.8772
passes_completed_long,-0.6988
passes_long,-0.4763
passes_total_distance,-0.821
passes_free_kicks,-0.9027
through_balls,-0.632
passes_pressure,0.6422
passes_switches,-0.2063
crosses,2.0244
corner_kicks,-0.4608
passes_intercepted,-0.9117
passes_blocked,0.9316
dispossessed,2.4649
goals,-0.1459
assists,0.8458
pens_made,-0.2418
pens_att,-0.271
shots_total,0.2618
shots_on_target,-0.2871
sca,0.8567
gca,0.7842
xg,0.0509
crosses_into_penalty_area,0.9326
passes_into_final_third,-0.5754
passes_into_penalty_area,0.1116
progressive_passes,-0.636
carry_progressive_distance,0.9996
assisted_shots,0.7769
fouled,-0.1664
pens_won,-0.2935
tackles,0.8956
interceptions,-0.1612
blocks,-0.6069
tackles_won,0.4563
dribble_tackles,-0.3693
dribbles_vs,0.5175
pressures,0.0664
pressure_regains,0.3493
clearances,-0.833
errors,-0.3758
aerials_won,-0.9338
aerials_lost,0.3487
ball_recoveries,-0.7895
pens_conceded,-0.3182
fouls,0.2419
cards_yellow_red,-0.1906
