position,AM
passes_completed,-0.1313
passes,-0.2918
dribbles_completed,0.5618
dribbles,1.0607
passes_completed_short,0.4925
passes_short,0.4562
passes_completed_medium,-0.4869
passes_medium,-0.5477
passes_completed_long,-0.5323
passes_long,-0.7088
passes_total_distance,-0.3954
passes_free_kicks,-0.3801
through_balls,0.7386
passes_pressure,0.3087
passes_switches,-0.0099
crosses,0.1183
corner_kicks,0.4627
passes_intercepted,0.7161
passes_blocked,0.2564
dispossessed,1.2873
goals,0.6335
assists,-0.3787
pens_made,0.194
pens_att,0.0868
shots_total,0.4802
shots_on_target,0.6382
sca,0.7808
gca,0.6608
xg,0.3558
crosses_into_penalty_area,0.3182
passes_into_final_third,-0.1771
passes_into_penalty_area,0.8496
progressive_passes,0.147
carry_progressive_distance,0.7977
assisted_shots,0.5854
fouled,0.3989
pens_won,1.5401
tackles,-0.9763
interceptions,-0.2607
blocks,0.3955
tackles_won,-0.7567
dribble_tackles,-0.886
dribbles_vs,-0.6203
pressures,0.3312
pressure_regains,0.4082
clearances,-0.7975
errors,0.1564
aerials_won,-0.9701
aerials_lost,-0.5309
ball_recoveries,-0.0624
pens_conceded,-0.4415
fouls,-0.4144
cards_yellow_red,-0.2618
