position,CM
minutes,0.1509
passes_completed,-0.1813
passes,-0.1187
dribbles_completed,-0.2074
dribbles,-0.1781
passes_completed_short,-0.0896
passes_short,-0.0352
passes_completed_medium,-0.2239
passes_medium,-0.168
passes_completed_long,-0.283
passes_long,-0.1785
passes_total_distance,-0.2461
passes_free_kicks,0.251
through_balls,-0.5
passes_pressure,-0.0774
passes_switches,-0.0144
crosses,-0.0603
corner_kicks,1.0753
passes_intercepted,-0.1779
passes_blocked,0.1748
dispossessed,0.0659
goals,-0.2085
assists,-0.3472
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.2102
shots_on_target,-0.1651
sca,0.0674
gca,-0.1042
xg,-0.3207
crosses_into_penalty_area,0.0066
passes_into_final_third,-0.102
passes_into_penalty_area,-0.2849
progressive_passes,-0.114
carry_progressive_distance,-0.4332
assisted_shots,0.1515
fouled,-0.2374
pens_won,-0.3681
tackles,0.6738
interceptions,0.5861
blocks,0.5964
tackles_won,0.8105
dribble_tackles,-0.106
dribbles_vs,0.7913
pressures,0.8583
pressure_regains,0.6797
clearances,-0.0355
errors,0.2502
aerials_won,0.0444
aerials_lost,0.1954
ball_recoveries,0.4262
pens_conceded,0.7569
fouls,-0.0851
cards_yellow_red,-0.3235
