position,RW
passes_completed,-0.3166
passes,-0.2732
dribbles_completed,0.2645
dribbles,0.2376
passes_completed_short,0.4072
passes_short,0.6483
passes_completed_medium,-0.5403
passes_medium,-0.583
passes_completed_long,-0.9809
passes_long,-1.053
passes_total_distance,-0.592
passes_free_kicks,-0.6185
through_balls,1.7895
passes_pressure,0.5335
passes_switches,-0.4793
crosses,1.4008
corner_kicks,-0.5565
passes_intercepted,-0.2552
passes_blocked,1.1279
dispossessed,0.519
goals,2.2138
assists,1.9687
pens_made,-0.2418
pens_att,-0.271
shots_total,0.8297
shots_on_target,1.4841
sca,0.5389
gca,1.2702
xg,2.4233
crosses_into_penalty_area,2.171
passes_into_final_third,-0.2647
passes_into_penalty_area,1.6315
progressive_passes,0.3513
carry_progressive_distance,-0.0773
assisted_shots,1.3039
fouled,1.7981
pens_won,-0.2935
tackles,-0.5529
interceptions,-0.5652
blocks,-1.5445
tackles_won,-0.9393
dribble_tackles,-0.9849
dribbles_vs,-0.5658
pressures,0.2141
pressure_regains,0.4707
clearances,-0.3979
errors,-0.3758
aerials_won,-0.105
aerials_lost,0.6252
ball_recoveries,-0.9026
pens_conceded,-0.3182
fouls,0.4461
cards_yellow_red,-0.1906
