position,GK
passes_completed,-1.268
passes,-0.8434
dribbles_completed,-1.098
dribbles,-1.1027
passes_completed_short,-1.9178
passes_short,-2.0899
passes_completed_medium,-1.2681
passes_medium,-1.5371
passes_completed_long,1.47
passes_long,2.9883
passes_total_distance,0.0182
passes_free_kicks,3.1141
through_balls,-0.7252
passes_pressure,-2.1696
passes_switches,-0.3387
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.6951
passes_blocked,-1.615
dispossessed,-1.2257
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.3265
gca,-0.932
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.1333
passes_into_penalty_area,-1.1779
progressive_passes,-1.764
carry_progressive_distance,-1.1743
assisted_shots,-1.1737
fouled,-1.2096
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.0905
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.7455
pressures,-2.1106
pressure_regains,-2.2692
clearances,-0.9825
errors,1.1308
aerials_won,-1.1095
aerials_lost,-1.241
ball_recoveries,-1.0385
pens_conceded,-0.4415
fouls,-1.8318
cards_yellow_red,-0.2618
