position,FW
passes_completed,-1.277
passes,-1.0597
dribbles_completed,-0.9246
dribbles,-0.8634
passes_completed_short,-0.7213
passes_short,-0.1369
passes_completed_medium,-1.2863
passes_medium,-1.0676
passes_completed_long,-1.2032
passes_long,-1.2254
passes_total_distance,-1.4516
passes_free_kicks,-1.0771
through_balls,-0.7252
passes_pressure,-0.1276
passes_switches,-0.7948
crosses,-0.5009
corner_kicks,-0.4808
passes_intercepted,-0.8791
passes_blocked,-0.558
dispossessed,0.7026
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.8001
shots_on_target,-0.4807
sca,-0.6781
gca,-1.0626
xg,-0.7068
crosses_into_penalty_area,-0.8365
passes_into_final_third,-0.968
passes_into_penalty_area,0.4729
progressive_passes,-0.832
carry_progressive_distance,-1.5488
assisted_shots,-0.3673
fouled,-0.5047
pens_won,-0.3695
tackles,-0.9199
interceptions,-0.3762
blocks,-0.7034
tackles_won,-1.408
dribble_tackles,-0.9242
dribbles_vs,-1.3525
pressures,-0.7655
pressure_regains,-0.5496
clearances,-0.2129
errors,-0.5457
aerials_won,2.8995
aerials_lost,3.0478
ball_recoveries,-1.5721
pens_conceded,-0.4415
fouls,0.1491
cards_yellow_red,-0.2618
