position,LW
minutes,1368.0
passes_completed,-0.9591
passes,-0.6288
dribbles_completed,0.498
dribbles,0.4707
passes_completed_short,-1.0692
passes_short,-0.9917
passes_completed_medium,-0.9134
passes_medium,-0.9219
passes_completed_long,0.0549
passes_long,1.0246
passes_total_distance,-0.682
passes_free_kicks,1.0739
through_balls,1.2328
passes_pressure,-0.1393
passes_switches,1.0717
crosses,1.4687
corner_kicks,1.6916
passes_intercepted,0.3013
passes_blocked,0.6316
dispossessed,0.5209
goals,0.4072
assists,0.8113
pens_made,1.3227
pens_att,1.0366
shots_total,1.7908
shots_on_target,1.3901
sca,0.5091
gca,0.4531
xg,0.4797
crosses_into_penalty_area,0.7782
passes_into_final_third,-0.1345
passes_into_penalty_area,-0.0733
progressive_passes,-0.1609
carry_progressive_distance,0.5723
assisted_shots,0.8722
fouled,-0.1543
pens_won,1.2664
tackles,0.3671
interceptions,-0.537
blocks,0.4413
tackles_won,0.0045
dribble_tackles,-0.5667
dribbles_vs,1.1216
pressures,2.0048
pressure_regains,0.3876
clearances,-0.7778
errors,-0.376
aerials_won,-0.4088
aerials_lost,-0.0974
ball_recoveries,-0.5133
pens_conceded,-0.3183
fouls,-0.34
cards_yellow_red,-0.1907
