position,AM
minutes,3.5251
passes_completed,1.4735
passes,2.2477
dribbles_completed,0.9507
dribbles,1.0249
passes_completed_short,1.9401
passes_short,2.476
passes_completed_medium,1.1802
passes_medium,1.8689
passes_completed_long,0.6109
passes_long,1.5559
passes_total_distance,1.1866
passes_free_kicks,1.1362
through_balls,2.7024
passes_pressure,3.1489
passes_switches,1.4633
crosses,3.6908
corner_kicks,0.216
passes_intercepted,2.5229
passes_blocked,4.2613
dispossessed,1.7244
goals,4.0095
assists,1.269
pens_made,7.9597
pens_att,7.7576
shots_total,4.2004
shots_on_target,4.3716
sca,2.3084
gca,2.21
xg,3.6728
crosses_into_penalty_area,2.4343
passes_into_final_third,2.2247
passes_into_penalty_area,2.4892
progressive_passes,2.3534
carry_progressive_distance,1.3496
assisted_shots,2.1896
fouled,5.1466
pens_won,5.3153
tackles,4.5898
interceptions,2.6519
blocks,4.8089
tackles_won,4.3999
dribble_tackles,4.065
dribbles_vs,4.9108
pressures,5.4316
pressure_regains,5.1611
clearances,1.7408
errors,1.8167
aerials_won,7.63
aerials_lost,6.4119
ball_recoveries,2.5967
pens_conceded,-0.4889
fouls,6.8766
cards_yellow_red,-0.3235
