position,WB
passes_completed,0.2125
passes,0.6151
dribbles_completed,-0.7939
dribbles,-0.716
passes_completed_short,0.3235
passes_short,0.3546
passes_completed_medium,0.1345
passes_medium,0.3199
passes_completed_long,0.0049
passes_long,0.5419
passes_total_distance,0.1216
passes_free_kicks,-0.6619
through_balls,0.0882
passes_pressure,0.9266
passes_switches,-0.1969
crosses,1.7141
corner_kicks,-0.3635
passes_intercepted,2.6686
passes_blocked,3.0301
dispossessed,-0.9544
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.906
shots_on_target,-0.7795
sca,-0.0297
gca,-1.0099
xg,-0.8908
crosses_into_penalty_area,2.025
passes_into_final_third,-0.6294
passes_into_penalty_area,1.3942
progressive_passes,0.2219
carry_progressive_distance,0.2549
assisted_shots,-0.0816
fouled,0.6695
pens_won,-0.2935
tackles,-0.5251
interceptions,0.4879
blocks,0.8445
tackles_won,-0.9471
dribble_tackles,0.1773
dribbles_vs,-0.5381
pressures,-0.6963
pressure_regains,-1.0256
clearances,-0.0361
errors,-0.3758
aerials_won,-0.6254
aerials_lost,0.5732
ball_recoveries,0.2635
pens_conceded,-0.3182
fouls,-0.0692
cards_yellow_red,-0.1906
