position,CM
passes_completed,0.2044
passes,0.2245
dribbles_completed,0.08
dribbles,-0.0968
passes_completed_short,0.4184
passes_short,0.3813
passes_completed_medium,-0.0483
passes_medium,-0.0079
passes_completed_long,0.1846
passes_long,0.1735
passes_total_distance,0.1449
passes_free_kicks,0.5256
through_balls,-0.0653
passes_pressure,0.5413
passes_switches,1.1066
crosses,0.8166
corner_kicks,0.5669
passes_intercepted,-0.4326
passes_blocked,0.1429
dispossessed,-0.1656
goals,0.1011
assists,-0.13
pens_made,-0.2418
pens_att,-0.271
shots_total,0.9446
shots_on_target,0.2258
sca,0.3064
gca,-0.2273
xg,-0.121
crosses_into_penalty_area,0.5071
passes_into_final_third,0.0796
passes_into_penalty_area,0.1181
progressive_passes,0.2075
carry_progressive_distance,0.6
assisted_shots,0.4193
fouled,0.7554
pens_won,-0.2935
tackles,-0.1513
interceptions,0.0016
blocks,-0.4146
tackles_won,-0.3535
dribble_tackles,0.2143
dribbles_vs,0.228
pressures,0.5509
pressure_regains,0.2241
clearances,-0.1292
errors,-0.3758
aerials_won,0.9557
aerials_lost,0.7662
ball_recoveries,-0.4749
pens_conceded,-0.3182
fouls,-0.1275
cards_yellow_red,-0.1906
