position,FW
passes_completed,0.5379
passes,0.7268
dribbles_completed,0.2857
dribbles,0.1153
passes_completed_short,0.3454
passes_short,0.3126
passes_completed_medium,0.2763
passes_medium,0.4711
passes_completed_long,0.9895
passes_long,0.83
passes_total_distance,0.6442
passes_free_kicks,2.2541
through_balls,2.9783
passes_pressure,0.4008
passes_switches,1.1797
crosses,0.9589
corner_kicks,2.9295
passes_intercepted,0.2939
passes_blocked,-0.1751
dispossessed,-0.6222
goals,-0.7415
assists,3.2949
pens_made,-0.2739
pens_att,-0.3089
shots_total,0.9464
shots_on_target,0.4816
sca,2.5639
gca,2.0521
xg,-0.0937
crosses_into_penalty_area,0.3168
passes_into_final_third,2.0875
passes_into_penalty_area,1.0708
progressive_passes,1.881
carry_progressive_distance,-0.0773
assisted_shots,2.7084
fouled,1.7639
pens_won,-0.3695
tackles,-0.5225
interceptions,1.3409
blocks,0.7612
tackles_won,-0.0966
dribble_tackles,0.3784
dribbles_vs,0.2546
pressures,0.6407
pressure_regains,1.1075
clearances,-0.3392
errors,-0.5457
aerials_won,-0.3685
aerials_lost,-0.4636
ball_recoveries,0.15
pens_conceded,-0.4415
fouls,0.3604
cards_yellow_red,-0.2618
