position,CM
passes_completed,0.8079
passes,0.8803
dribbles_completed,-0.8213
dribbles,-0.9099
passes_completed_short,0.3366
passes_short,0.3832
passes_completed_medium,0.7253
passes_medium,0.817
passes_completed_long,1.2332
passes_long,0.8682
passes_total_distance,0.9812
passes_free_kicks,1.9064
through_balls,-0.7252
passes_pressure,1.4593
passes_switches,1.5624
crosses,-0.0601
corner_kicks,1.2104
passes_intercepted,0.0886
passes_blocked,-0.6361
dispossessed,-0.6668
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.953
shots_on_target,-0.8821
sca,0.0857
gca,-0.6173
xg,-0.8194
crosses_into_penalty_area,-0.3419
passes_into_final_third,1.2615
passes_into_penalty_area,-0.3071
progressive_passes,0.8946
carry_progressive_distance,-0.4904
assisted_shots,0.3641
fouled,-0.1915
pens_won,-0.3695
tackles,-0.1096
interceptions,0.9243
blocks,-0.003
tackles_won,-0.1899
dribble_tackles,-0.3378
dribbles_vs,0.0088
pressures,-0.0987
pressure_regains,-0.3531
clearances,0.0294
errors,0.4067
aerials_won,0.1043
aerials_lost,-0.6482
ball_recoveries,2.1123
pens_conceded,0.7802
fouls,0.1034
cards_yellow_red,-0.2618
