position,DM
minutes,-0.6809
passes_completed,-0.8267
passes,-0.6366
dribbles_completed,-1.0458
dribbles,-0.664
passes_completed_short,-0.7666
passes_short,-0.4487
passes_completed_medium,-0.6341
passes_medium,-0.4132
passes_completed_long,-0.9579
passes_long,-0.9753
passes_total_distance,-0.8793
passes_free_kicks,-0.6018
through_balls,-0.632
passes_pressure,0.2386
passes_switches,-0.8224
crosses,-0.9887
corner_kicks,-0.5565
passes_intercepted,0.2284
passes_blocked,-0.8256
dispossessed,-1.213
goals,1.3159
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.3957
shots_on_target,0.2799
sca,-1.2448
gca,-1.0099
xg,0.5154
crosses_into_penalty_area,-0.8504
passes_into_final_third,-0.4263
passes_into_penalty_area,-1.3074
progressive_passes,-0.9173
carry_progressive_distance,-1.8275
assisted_shots,-0.884
fouled,-0.4629
pens_won,-0.2935
tackles,1.6119
interceptions,2.0836
blocks,0.1671
tackles_won,2.2092
dribble_tackles,-0.4949
dribbles_vs,1.1661
pressures,1.623
pressure_regains,1.5444
clearances,1.0206
errors,-0.3758
aerials_won,4.7733
aerials_lost,3.4793
ball_recoveries,0.8021
pens_conceded,-0.3182
fouls,0.2613
cards_yellow_red,-0.1906
