position,FW
minutes,530.0
passes_completed,-0.2288
passes,-0.4218
dribbles_completed,0.255
dribbles,0.6881
passes_completed_short,0.536
passes_short,0.5141
passes_completed_medium,-0.4768
passes_medium,-0.6178
passes_completed_long,-0.9236
passes_long,-1.1448
passes_total_distance,-0.5639
passes_free_kicks,-0.8217
through_balls,0.5713
passes_pressure,0.7236
passes_switches,-1.3948
crosses,-1.1359
corner_kicks,-0.5567
passes_intercepted,0.1326
passes_blocked,0.1177
dispossessed,1.66
goals,0.2493
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.0804
shots_on_target,0.2198
sca,0.3873
gca,-0.2548
xg,0.329
crosses_into_penalty_area,-0.8508
passes_into_final_third,-0.6898
passes_into_penalty_area,0.0199
progressive_passes,-0.7525
carry_progressive_distance,1.1382
assisted_shots,-0.4201
fouled,2.0063
pens_won,-0.2937
tackles,-0.3612
interceptions,-0.5723
blocks,-1.2835
tackles_won,-0.0546
dribble_tackles,-0.9882
dribbles_vs,-0.575
pressures,0.4283
pressure_regains,0.1151
clearances,-0.9133
errors,-0.376
aerials_won,-0.4535
aerials_lost,0.0837
ball_recoveries,-0.9782
pens_conceded,-0.3183
fouls,-1.4949
cards_yellow_red,-0.1907
