position,CM
passes_completed,0.3584
passes,0.366
dribbles_completed,-0.011
dribbles,-0.1581
passes_completed_short,0.1186
passes_short,0.1195
passes_completed_medium,0.4123
passes_medium,0.3885
passes_completed_long,0.5217
passes_long,0.5881
passes_total_distance,0.4361
passes_free_kicks,0.6368
through_balls,1.0055
passes_pressure,0.0226
passes_switches,0.2763
crosses,-0.5638
corner_kicks,0.3026
passes_intercepted,-0.2773
passes_blocked,-0.2344
dispossessed,-0.5646
goals,-0.3927
assists,-0.3079
pens_made,-0.2418
pens_att,-0.271
shots_total,0.3321
shots_on_target,-0.1318
sca,0.4145
gca,-0.239
xg,-0.3789
crosses_into_penalty_area,-0.4418
passes_into_final_third,1.3245
passes_into_penalty_area,-0.103
progressive_passes,0.8795
carry_progressive_distance,0.0532
assisted_shots,0.2088
fouled,-0.3641
pens_won,-0.2935
tackles,0.4246
interceptions,-0.1875
blocks,-0.171
tackles_won,0.2856
dribble_tackles,0.0923
dribbles_vs,0.722
pressures,0.6972
pressure_regains,0.1903
clearances,-0.5282
errors,0.028
aerials_won,-0.7104
aerials_lost,-0.9472
ball_recoveries,0.0241
pens_conceded,-0.3182
fouls,-0.4225
cards_yellow_red,0.623
