position,LM
minutes,422.0
passes_completed,0.6632
passes,0.7983
dribbles_completed,3.459
dribbles,2.3441
passes_completed_short,1.0158
passes_short,1.2867
passes_completed_medium,0.4198
passes_medium,0.7297
passes_completed_long,0.0034
passes_long,-0.4258
passes_total_distance,0.4535
passes_free_kicks,-1.022
through_balls,0.8793
passes_pressure,1.2587
passes_switches,-0.0241
crosses,2.9099
corner_kicks,-0.5567
passes_intercepted,-0.358
passes_blocked,2.1819
dispossessed,1.4815
goals,-0.724
assists,0.9388
pens_made,-0.2419
pens_att,-0.2711
shots_total,1.1418
shots_on_target,0.5394
sca,2.2996
gca,0.8873
xg,0.488
crosses_into_penalty_area,2.1668
passes_into_final_third,0.2036
passes_into_penalty_area,2.3611
progressive_passes,0.4021
carry_progressive_distance,3.8008
assisted_shots,2.2802
fouled,0.6401
pens_won,-0.2937
tackles,-0.2021
interceptions,-1.1916
blocks,-0.6749
tackles_won,0.4014
dribble_tackles,-0.3083
dribbles_vs,-0.9696
pressures,-0.5016
pressure_regains,-0.2347
clearances,-0.7587
errors,-0.376
aerials_won,-0.2785
aerials_lost,-0.663
ball_recoveries,-0.2387
pens_conceded,-0.3183
fouls,-1.3541
cards_yellow_red,-0.1907
