position,CM
passes_completed,0.4952
passes,0.4625
dribbles_completed,-0.2778
dribbles,-0.2533
passes_completed_short,0.2246
passes_short,0.2383
passes_completed_medium,0.4201
passes_medium,0.3783
passes_completed_long,0.6322
passes_long,0.3796
passes_total_distance,0.5438
passes_free_kicks,-0.0868
through_balls,0.4955
passes_pressure,0.073
passes_switches,1.2962
crosses,-0.3431
corner_kicks,0.4091
passes_intercepted,0.2431
passes_blocked,-0.0843
dispossessed,-0.0756
goals,-0.1955
assists,-0.186
pens_made,-0.2739
pens_att,-0.3089
shots_total,0.4711
shots_on_target,0.3038
sca,0.0389
gca,-0.4922
xg,-0.0645
crosses_into_penalty_area,-0.8365
passes_into_final_third,1.0066
passes_into_penalty_area,-0.3924
progressive_passes,0.7093
carry_progressive_distance,0.2082
assisted_shots,0.0147
fouled,0.3205
pens_won,-0.3695
tackles,0.5417
interceptions,0.171
blocks,-0.4036
tackles_won,0.7569
dribble_tackles,0.2126
dribbles_vs,1.384
pressures,0.8561
pressure_regains,0.6416
clearances,-0.4666
errors,-0.5457
aerials_won,-0.3119
aerials_lost,-0.1971
ball_recoveries,0.4561
pens_conceded,0.1844
fouls,1.2837
cards_yellow_red,-0.2618
