position,GK
passes_completed,-0.4967
passes,-0.3247
dribbles_completed,-1.1537
dribbles,-1.1359
passes_completed_short,-1.4605
passes_short,-1.6634
passes_completed_medium,-0.5747
passes_medium,-0.8768
passes_completed_long,2.2767
passes_long,2.8716
passes_total_distance,0.8829
passes_free_kicks,2.5844
through_balls,-0.5564
passes_pressure,-1.5959
passes_switches,-0.4316
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.7013
passes_blocked,-1.5417
dispossessed,-1.233
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.3555
gca,-1.0626
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-0.8466
passes_into_penalty_area,-1.219
progressive_passes,-1.7575
carry_progressive_distance,-0.8546
assisted_shots,-1.2854
fouled,-1.3306
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.125
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.7408
pressures,-2.1137
pressure_regains,-2.2408
clearances,-0.9781
errors,-0.5457
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-0.6476
pens_conceded,-0.4415
fouls,-1.8668
cards_yellow_red,-0.2618
