position,CM
minutes,403.0
passes_completed,0.0584
passes,0.034
dribbles_completed,-1.2424
dribbles,-0.9645
passes_completed_short,-0.0566
passes_short,-0.0772
passes_completed_medium,0.1809
passes_medium,0.1895
passes_completed_long,0.1567
passes_long,-0.0754
passes_total_distance,0.0706
passes_free_kicks,-0.495
through_balls,-0.6322
passes_pressure,-0.7754
passes_switches,-0.4379
crosses,-0.9517
corner_kicks,-0.5567
passes_intercepted,-0.2872
passes_blocked,0.0907
dispossessed,-0.9095
goals,-0.724
assists,2.8102
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.8641
shots_on_target,-1.029
sca,-1.1351
gca,0.9768
xg,-0.8911
crosses_into_penalty_area,-0.8508
passes_into_final_third,0.4268
passes_into_penalty_area,-1.308
progressive_passes,0.9476
carry_progressive_distance,-1.2321
assisted_shots,-1.0749
fouled,1.0506
pens_won,-0.2937
tackles,1.7318
interceptions,0.6974
blocks,0.4575
tackles_won,2.4597
dribble_tackles,3.2935
dribbles_vs,1.1784
pressures,-0.3544
pressure_regains,0.4771
clearances,-0.2086
errors,-0.376
aerials_won,0.6611
aerials_lost,1.6888
ball_recoveries,2.3295
pens_conceded,-0.3183
fouls,1.9339
cards_yellow_red,-0.1907
