position,LM
passes_completed,-1.652
passes,-1.6218
dribbles_completed,1.5429
dribbles,2.4202
passes_completed_short,-1.2461
passes_short,-1.226
passes_completed_medium,-1.4945
passes_medium,-1.4163
passes_completed_long,-1.0984
passes_long,-0.8024
passes_total_distance,-1.5881
passes_free_kicks,-0.7659
through_balls,1.2356
passes_pressure,-0.8431
passes_switches,-0.3085
crosses,1.1183
corner_kicks,0.2527
passes_intercepted,-0.6
passes_blocked,0.66
dispossessed,1.3603
goals,0.2452
assists,0.2304
pens_made,-0.2739
pens_att,-0.3089
shots_total,1.1248
shots_on_target,0.9569
sca,0.6183
gca,-0.2381
xg,0.3869
crosses_into_penalty_area,0.3847
passes_into_final_third,-0.9535
passes_into_penalty_area,-0.1799
progressive_passes,-1.0821
carry_progressive_distance,1.0307
assisted_shots,-0.189
fouled,2.0954
pens_won,-0.3695
tackles,-0.3906
interceptions,0.2728
blocks,0.6401
tackles_won,-0.9622
dribble_tackles,-0.7714
dribbles_vs,-0.1969
pressures,0.72
pressure_regains,-0.1789
clearances,-0.7964
errors,-0.5457
aerials_won,-0.8617
aerials_lost,-0.4635
ball_recoveries,-0.7977
pens_conceded,-0.4415
fouls,-0.835
cards_yellow_red,-0.2618
