position,CB
passes_completed,2.229
passes,1.887
dribbles_completed,-0.809
dribbles,-0.8836
passes_completed_short,0.8843
passes_short,0.6264
passes_completed_medium,2.7435
passes_medium,2.4841
passes_completed_long,1.6117
passes_long,0.8845
passes_total_distance,2.4468
passes_free_kicks,0.4478
through_balls,0.2725
passes_pressure,-0.08
passes_switches,1.0142
crosses,-0.9414
corner_kicks,-0.4808
passes_intercepted,-0.8952
passes_blocked,-1.1658
dispossessed,-1.0887
goals,-0.5183
assists,-0.7481
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.4554
shots_on_target,-0.5768
sca,-0.9893
gca,-0.7518
xg,-0.3722
crosses_into_penalty_area,-0.8365
passes_into_final_third,0.3535
passes_into_penalty_area,-0.984
progressive_passes,-0.1423
carry_progressive_distance,0.8417
assisted_shots,-1.0552
fouled,-0.767
pens_won,-0.3695
tackles,-0.0144
interceptions,0.6328
blocks,0.8863
tackles_won,-0.1862
dribble_tackles,0.4901
dribbles_vs,-0.3758
pressures,-1.0562
pressure_regains,-0.7952
clearances,1.0068
errors,0.2519
aerials_won,0.0861
aerials_lost,-0.5584
ball_recoveries,0.3226
pens_conceded,0.2406
fouls,-0.3835
cards_yellow_red,0.3666
