position,GK
passes_completed,-1.377
passes,-0.9759
dribbles_completed,-1.1537
dribbles,-1.1359
passes_completed_short,-1.8678
passes_short,-2.0422
passes_completed_medium,-1.301
passes_medium,-1.5676
passes_completed_long,0.9425
passes_long,2.5904
passes_total_distance,-0.2288
passes_free_kicks,1.712
through_balls,-0.7252
passes_pressure,-1.7883
passes_switches,-0.7243
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.7003
passes_blocked,-1.6352
dispossessed,-1.2521
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.4261
gca,-0.9992
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.1679
passes_into_penalty_area,-1.1991
progressive_passes,-1.7784
carry_progressive_distance,-1.1685
assisted_shots,-1.2492
fouled,-1.345
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.1083
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.7735
pressures,-2.1257
pressure_regains,-2.2629
clearances,-1.0202
errors,0.2682
aerials_won,-1.1308
aerials_lost,-1.2304
ball_recoveries,-1.0654
pens_conceded,-0.0935
fouls,-1.8498
cards_yellow_red,-0.2618
