position,GK
passes_completed,-1.4624
passes,-1.0035
dribbles_completed,-1.1404
dribbles,-1.128
passes_completed_short,-2.0561
passes_short,-2.2112
passes_completed_medium,-1.5725
passes_medium,-1.8305
passes_completed_long,1.6197
passes_long,3.1456
passes_total_distance,-0.0031
passes_free_kicks,3.8855
through_balls,-0.614
passes_pressure,-2.4105
passes_switches,-0.5779
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.5008
passes_blocked,-1.6367
dispossessed,-1.2521
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.3804
gca,-1.0003
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-0.6711
passes_into_penalty_area,-1.1209
progressive_passes,-1.7715
carry_progressive_distance,-0.9259
assisted_shots,-1.2499
fouled,-1.5178
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.0756
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.761
pressures,-2.121
pressure_regains,-2.2692
clearances,-0.9966
errors,-0.0126
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-0.7863
pens_conceded,-0.0996
fouls,-1.8334
cards_yellow_red,-0.2618
