position,CM
minutes,-0.3835
passes_completed,-0.0094
passes,-0.0595
dribbles_completed,-0.2578
dribbles,-0.3
passes_completed_short,0.1924
passes_short,0.191
passes_completed_medium,-0.0673
passes_medium,-0.0789
passes_completed_long,-0.3203
passes_long,-0.3974
passes_total_distance,-0.1418
passes_free_kicks,0.0297
through_balls,0.5675
passes_pressure,-0.1914
passes_switches,-0.5434
crosses,-0.4063
corner_kicks,-0.3242
passes_intercepted,0.0207
passes_blocked,-0.0245
dispossessed,-0.1985
goals,-0.4721
assists,-0.1163
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.4651
shots_on_target,-0.4744
sca,-0.3038
gca,0.001
xg,-0.4364
crosses_into_penalty_area,-0.3669
passes_into_final_third,0.0003
passes_into_penalty_area,-0.2849
progressive_passes,-0.0015
carry_progressive_distance,-0.1969
assisted_shots,-0.3718
fouled,-0.1358
pens_won,-0.3681
tackles,0.0902
interceptions,-0.1618
blocks,-0.1482
tackles_won,0.1338
dribble_tackles,0.2683
dribbles_vs,0.1429
pressures,-0.0382
pressure_regains,0.1976
clearances,-0.3332
errors,-0.5331
aerials_won,-0.1962
aerials_lost,-0.1581
ball_recoveries,-0.0557
pens_conceded,-0.4889
fouls,-0.3539
cards_yellow_red,-0.3235
