position,RM
minutes,352.0
passes_completed,0.0796
passes,-0.2864
dribbles_completed,-0.3969
dribbles,-0.0549
passes_completed_short,0.6508
passes_short,0.357
passes_completed_medium,-0.2034
passes_medium,-0.4456
passes_completed_long,-0.5212
passes_long,-0.6655
passes_total_distance,-0.1728
passes_free_kicks,0.1847
through_balls,-0.6322
passes_pressure,0.2038
passes_switches,-0.0254
crosses,-0.7142
corner_kicks,-0.5567
passes_intercepted,-0.0597
passes_blocked,-1.1189
dispossessed,0.9
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.0143
shots_on_target,-1.029
sca,-0.6417
gca,-1.0103
xg,-0.34
crosses_into_penalty_area,-0.8508
passes_into_final_third,0.4108
passes_into_penalty_area,-0.9081
progressive_passes,0.072
carry_progressive_distance,-0.4321
assisted_shots,0.0733
fouled,0.4075
pens_won,-0.2937
tackles,0.1494
interceptions,-1.6376
blocks,0.4625
tackles_won,0.3993
dribble_tackles,0.5934
dribbles_vs,-0.1689
pressures,-1.0088
pressure_regains,-1.2163
clearances,-0.2457
errors,-0.376
aerials_won,-0.3652
aerials_lost,-1.0622
ball_recoveries,0.2088
pens_conceded,-0.3183
fouls,0.8539
cards_yellow_red,-0.1907
