position,DM
passes_completed,0.4844
passes,0.5093
dribbles_completed,-0.4543
dribbles,-0.7135
passes_completed_short,0.7959
passes_short,1.1305
passes_completed_medium,0.3043
passes_medium,0.2183
passes_completed_long,0.0119
passes_long,-0.0701
passes_total_distance,0.3548
passes_free_kicks,-0.1785
through_balls,-0.632
passes_pressure,1.5846
passes_switches,0.1365
crosses,-0.8829
corner_kicks,-0.5565
passes_intercepted,-0.6606
passes_blocked,-0.6725
dispossessed,-0.8368
goals,1.0314
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.2573
shots_on_target,0.4727
sca,-0.2705
gca,-1.0099
xg,-0.0107
crosses_into_penalty_area,-0.4894
passes_into_final_third,1.1896
passes_into_penalty_area,-0.9882
progressive_passes,0.6248
carry_progressive_distance,-0.9645
assisted_shots,-0.5155
fouled,-1.1134
pens_won,-0.2935
tackles,0.8105
interceptions,0.711
blocks,0.5381
tackles_won,1.1989
dribble_tackles,-0.0857
dribbles_vs,0.3085
pressures,1.2067
pressure_regains,1.1266
clearances,-0.5849
errors,1.7652
aerials_won,1.9456
aerials_lost,0.7939
ball_recoveries,1.3931
pens_conceded,-0.3182
fouls,0.9317
cards_yellow_red,-0.1906
