position,CM
minutes,732.0
passes_completed,-0.6805
passes,-0.9505
dribbles_completed,-1.2424
dribbles,-1.2671
passes_completed_short,-0.4704
passes_short,-0.5584
passes_completed_medium,-0.6393
passes_medium,-0.7726
passes_completed_long,-0.6488
passes_long,-0.9916
passes_total_distance,-0.758
passes_free_kicks,-0.877
through_balls,-0.6322
passes_pressure,-0.745
passes_switches,-1.2631
crosses,-1.1359
corner_kicks,-0.5567
passes_intercepted,-0.7049
passes_blocked,-0.9679
dispossessed,-0.5801
goals,-0.0193
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.0761
shots_on_target,-0.4262
sca,-1.1799
gca,-1.0103
xg,-0.1844
crosses_into_penalty_area,-0.8508
passes_into_final_third,-0.7976
passes_into_penalty_area,-1.308
progressive_passes,-1.2706
carry_progressive_distance,-1.7852
assisted_shots,-1.2191
fouled,-1.666
pens_won,-0.2937
tackles,3.4159
interceptions,0.1622
blocks,0.9347
tackles_won,3.7541
dribble_tackles,0.5157
dribbles_vs,1.3524
pressures,1.8581
pressure_regains,2.5936
clearances,-0.2011
errors,-0.376
aerials_won,-0.3947
aerials_lost,0.5884
ball_recoveries,0.9833
pens_conceded,-0.3183
fouls,1.7387
cards_yellow_red,-0.1907
