position,WB
minutes,370.0
passes_completed,0.6659
passes,0.592
dribbles_completed,0.0981
dribbles,0.3804
passes_completed_short,1.9304
passes_short,2.0602
passes_completed_medium,-0.0107
passes_medium,-0.0961
passes_completed_long,-0.8341
passes_long,-0.8461
passes_total_distance,0.0368
passes_free_kicks,0.126
through_balls,-0.6322
passes_pressure,0.9576
passes_switches,-0.3526
crosses,0.4691
corner_kicks,-0.5567
passes_intercepted,-1.2876
passes_blocked,0.6202
dispossessed,0.2368
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.3082
shots_on_target,-0.4327
sca,-0.8894
gca,-1.0103
xg,-0.3668
crosses_into_penalty_area,0.87
passes_into_final_third,-1.1794
passes_into_penalty_area,-0.1667
progressive_passes,-0.4994
carry_progressive_distance,0.2719
assisted_shots,-1.0463
fouled,0.6354
pens_won,-0.2937
tackles,-0.2417
interceptions,0.9057
blocks,0.3256
tackles_won,-0.5602
dribble_tackles,-0.7937
dribbles_vs,0.0294
pressures,0.3242
pressure_regains,0.7779
clearances,0.5957
errors,4.726
aerials_won,0.087
aerials_lost,-0.8224
ball_recoveries,0.1434
pens_conceded,-0.3183
fouls,0.7129
cards_yellow_red,10.088
