position,AM
passes_completed,-0.7427
passes,-0.5722
dribbles_completed,-1.2419
dribbles,-0.7584
passes_completed_short,-0.5432
passes_short,-0.3328
passes_completed_medium,-0.7768
passes_medium,-0.8673
passes_completed_long,-0.5428
passes_long,-0.2453
passes_total_distance,-0.7859
passes_free_kicks,1.0439
through_balls,-0.632
passes_pressure,-1.0169
passes_switches,-0.0548
crosses,1.546
corner_kicks,0.3931
passes_intercepted,-0.0983
passes_blocked,1.4209
dispossessed,-0.2823
goals,-0.7238
assists,1.2343
pens_made,-0.2418
pens_att,-0.271
shots_total,0.5135
shots_on_target,-0.4155
sca,-0.2581
gca,0.1027
xg,-0.172
crosses_into_penalty_area,0.9188
passes_into_final_third,-0.8595
passes_into_penalty_area,0.257
progressive_passes,-1.0959
carry_progressive_distance,-0.5138
assisted_shots,-0.3175
fouled,0.7007
pens_won,-0.2935
tackles,-1.9684
interceptions,-1.6369
blocks,-0.7777
tackles_won,-1.8356
dribble_tackles,-1.4373
dribbles_vs,-1.6777
pressures,-1.004
pressure_regains,-1.5798
clearances,-0.8645
errors,-0.3758
aerials_won,-1.1368
aerials_lost,-1.0674
ball_recoveries,-0.1326
pens_conceded,-0.3182
fouls,-1.2339
cards_yellow_red,-0.1906
