position,GK
passes_completed,-1.1441
passes,-1.1368
dribbles_completed,-1.1271
dribbles,-1.1201
passes_completed_short,-1.7582
passes_short,-1.9427
passes_completed_medium,-0.9158
passes_medium,-1.201
passes_completed_long,0.8453
passes_long,1.4723
passes_total_distance,-0.2342
passes_free_kicks,1.4763
through_balls,-0.5028
passes_pressure,-2.3075
passes_switches,-0.524
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.7323
passes_blocked,-1.6367
dispossessed,-1.2521
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.4365
gca,-1.0002
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.388
passes_into_penalty_area,-1.219
progressive_passes,-1.7715
carry_progressive_distance,-1.5339
assisted_shots,-1.2854
fouled,-1.3948
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.1085
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.722
pressures,-2.1273
pressure_regains,-2.263
clearances,-1.0144
errors,-0.5457
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-1.466
pens_conceded,0.2427
fouls,-1.7999
cards_yellow_red,-0.2618
