position,GK
passes_completed,-1.1287
passes,-0.8313
dribbles_completed,-1.1537
dribbles,-1.1359
passes_completed_short,-1.6412
passes_short,-1.8339
passes_completed_medium,-0.9353
passes_medium,-1.2232
passes_completed_long,0.7257
passes_long,2.2051
passes_total_distance,-0.1793
passes_free_kicks,2.6874
through_balls,-0.4577
passes_pressure,-1.7408
passes_switches,-0.4257
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.6681
passes_blocked,-1.5181
dispossessed,-1.2521
goals,-0.7415
assists,-0.5718
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.4157
gca,-1.0626
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.238
passes_into_penalty_area,-1.219
progressive_passes,-1.7784
carry_progressive_distance,-1.2275
assisted_shots,-1.1999
fouled,-1.453
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.0853
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.7374
pressures,-2.1
pressure_regains,-2.2542
clearances,-1.0323
errors,0.7374
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-1.0443
pens_conceded,-0.4415
fouls,-1.8668
cards_yellow_red,-0.2618
