position,FW
minutes,770.0
passes_completed,-1.2762
passes,-1.4359
dribbles_completed,0.6901
dribbles,1.0287
passes_completed_short,-1.1776
passes_short,-1.0946
passes_completed_medium,-1.2052
passes_medium,-1.4161
passes_completed_long,-1.0303
passes_long,-1.0926
passes_total_distance,-1.3152
passes_free_kicks,-1.022
through_balls,-0.6322
passes_pressure,-1.4967
passes_switches,-1.0192
crosses,-0.3647
corner_kicks,-0.1129
passes_intercepted,0.8822
passes_blocked,-1.0122
dispossessed,0.437
goals,1.9557
assists,2.0404
pens_made,-0.2419
pens_att,-0.2711
shots_total,1.8737
shots_on_target,1.5497
sca,0.6913
gca,1.0697
xg,2.4681
crosses_into_penalty_area,0.3896
passes_into_final_third,-1.1968
passes_into_penalty_area,-0.0284
progressive_passes,-1.2345
carry_progressive_distance,-0.1135
assisted_shots,1.4583
fouled,-1.35
pens_won,-0.2937
tackles,-1.0008
interceptions,-1.1488
blocks,-1.4326
tackles_won,-1.0188
dribble_tackles,-0.5093
dribbles_vs,-1.1481
pressures,0.162
pressure_regains,0.3279
clearances,-1.0155
errors,-0.376
aerials_won,-0.3137
aerials_lost,-0.2348
ball_recoveries,-1.4247
pens_conceded,-0.3183
fouls,0.0375
cards_yellow_red,-0.1907
