position,CM
minutes,-0.2545
passes_completed,-0.9404
passes,-1.0769
dribbles_completed,-0.6621
dribbles,-0.554
passes_completed_short,-0.8523
passes_short,-0.9352
passes_completed_medium,-0.8715
passes_medium,-0.8719
passes_completed_long,-0.5321
passes_long,-0.7839
passes_total_distance,-0.858
passes_free_kicks,-0.4009
through_balls,-0.0993
passes_pressure,-1.5995
passes_switches,-0.4282
crosses,-0.6396
corner_kicks,0.6563
passes_intercepted,-0.2715
passes_blocked,-0.5481
dispossessed,-0.4788
goals,-0.293
assists,0.4341
pens_made,-0.2418
pens_att,-0.271
shots_total,0.252
shots_on_target,-0.2917
sca,0.2724
gca,-0.3413
xg,-0.3508
crosses_into_penalty_area,-0.5846
passes_into_final_third,-0.7047
passes_into_penalty_area,-0.7198
progressive_passes,-0.8535
carry_progressive_distance,-0.9866
assisted_shots,-0.0999
fouled,1.7881
pens_won,-0.2935
tackles,0.2554
interceptions,0.5631
blocks,1.312
tackles_won,0.1357
dribble_tackles,-0.2432
dribbles_vs,0.4139
pressures,1.632
pressure_regains,0.165
clearances,-0.4721
errors,-0.3758
aerials_won,-0.3803
aerials_lost,0.0782
ball_recoveries,-0.5474
pens_conceded,-0.3182
fouls,0.5119
cards_yellow_red,-0.1906
