position,LM
minutes,1.8432
passes_completed,1.3707
passes,1.4879
dribbles_completed,1.8571
dribbles,2.03
passes_completed_short,1.8551
passes_short,1.9645
passes_completed_medium,0.9616
passes_medium,1.1235
passes_completed_long,0.7832
passes_long,0.6942
passes_total_distance,1.0992
passes_free_kicks,-0.1916
through_balls,3.1294
passes_pressure,2.053
passes_switches,1.0984
crosses,1.2326
corner_kicks,0.6334
passes_intercepted,2.7612
passes_blocked,2.9656
dispossessed,2.4214
goals,0.4506
assists,4.0397
pens_made,-0.2258
pens_att,-0.2444
shots_total,2.2205
shots_on_target,1.6908
sca,2.6521
gca,2.9463
xg,0.996
crosses_into_penalty_area,1.6873
passes_into_final_third,1.7501
passes_into_penalty_area,2.6416
progressive_passes,1.9032
carry_progressive_distance,1.6459
assisted_shots,2.3824
fouled,1.4642
pens_won,-0.3681
tackles,1.6716
interceptions,1.0848
blocks,2.0006
tackles_won,1.8991
dribble_tackles,1.7656
dribbles_vs,2.9464
pressures,3.5522
pressure_regains,2.869
clearances,-0.1587
errors,-0.5331
aerials_won,0.0074
aerials_lost,1.8586
ball_recoveries,1.3826
pens_conceded,-0.4889
fouls,1.3395
cards_yellow_red,-0.3235
