position,DM
minutes,-0.4221
passes_completed,1.0138
passes,1.0617
dribbles_completed,0.1512
dribbles,-0.2788
passes_completed_short,0.909
passes_short,1.1382
passes_completed_medium,0.7664
passes_medium,0.8555
passes_completed_long,0.8511
passes_long,0.3403
passes_total_distance,0.9541
passes_free_kicks,1.2727
through_balls,-0.632
passes_pressure,1.8898
passes_switches,0.4803
crosses,-0.6543
corner_kicks,-0.1873
passes_intercepted,0.8778
passes_blocked,-0.0196
dispossessed,0.2361
goals,-0.1665
assists,-0.7711
pens_made,2.0705
pens_att,1.6616
shots_total,-0.0004
shots_on_target,-0.5519
sca,0.2145
gca,-0.5774
xg,-0.0525
crosses_into_penalty_area,-0.8504
passes_into_final_third,1.0558
passes_into_penalty_area,-0.5472
progressive_passes,1.0582
carry_progressive_distance,0.1079
assisted_shots,0.5599
fouled,-0.2198
pens_won,-0.2935
tackles,1.5991
interceptions,1.006
blocks,1.0122
tackles_won,2.0748
dribble_tackles,0.1075
dribbles_vs,1.0003
pressures,2.1347
pressure_regains,2.5946
clearances,-0.4297
errors,-0.3758
aerials_won,-0.256
aerials_lost,-0.3171
ball_recoveries,1.4697
pens_conceded,-0.3182
fouls,0.4754
cards_yellow_red,-0.1906
