position,CM
minutes,364.0
passes_completed,0.0327
passes,-0.2183
dribbles_completed,-0.4248
dribbles,-0.4297
passes_completed_short,-0.0953
passes_short,-0.1976
passes_completed_medium,0.198
passes_medium,-0.0255
passes_completed_long,-0.1976
passes_long,-0.3898
passes_total_distance,-0.0791
passes_free_kicks,-0.1468
through_balls,-0.6322
passes_pressure,-0.6287
passes_switches,-0.8651
crosses,-1.1359
corner_kicks,-0.5567
passes_intercepted,-0.6986
passes_blocked,-0.7825
dispossessed,-0.2956
goals,0.6931
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.0747
shots_on_target,-0.4229
sca,-1.0769
gca,0.0897
xg,-0.3582
crosses_into_penalty_area,-0.8508
passes_into_final_third,-0.111
passes_into_penalty_area,-0.5346
progressive_passes,-0.4737
carry_progressive_distance,-1.5
assisted_shots,-0.6854
fouled,0.3392
pens_won,-0.2937
tackles,-0.5059
interceptions,0.4306
blocks,-1.574
tackles_won,-0.5392
dribble_tackles,-1.4379
dribbles_vs,0.3531
pressures,1.4802
pressure_regains,0.6761
clearances,-0.8666
errors,-0.376
aerials_won,-0.6395
aerials_lost,-0.814
ball_recoveries,0.4646
pens_conceded,-0.3183
fouls,-0.8436
cards_yellow_red,-0.1907
