position,DM
minutes,662.0
passes_completed,0.6686
passes,0.5905
dribbles_completed,0.7056
dribbles,0.1141
passes_completed_short,0.0732
passes_short,0.0374
passes_completed_medium,0.6847
passes_medium,0.5406
passes_completed_long,1.4087
passes_long,1.3443
passes_total_distance,0.9685
passes_free_kicks,1.0634
through_balls,-0.6322
passes_pressure,0.1299
passes_switches,1.2265
crosses,-0.351
corner_kicks,-0.1695
passes_intercepted,0.3731
passes_blocked,-1.0715
dispossessed,-0.4918
goals,-0.724
assists,1.409
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.7615
shots_on_target,-0.3624
sca,0.7471
gca,0.8042
xg,-0.6958
crosses_into_penalty_area,0.5919
passes_into_final_third,1.5402
passes_into_penalty_area,0.393
progressive_passes,1.5144
carry_progressive_distance,0.1442
assisted_shots,0.3617
fouled,-0.931
pens_won,-0.2937
tackles,-0.199
interceptions,-0.2161
blocks,-1.4965
tackles_won,0.3034
dribble_tackles,-0.7178
dribbles_vs,-1.1734
pressures,-0.2173
pressure_regains,-1.0205
clearances,-0.115
errors,-0.376
aerials_won,0.0944
aerials_lost,-0.4803
ball_recoveries,1.2514
pens_conceded,-0.3183
fouls,0.8176
cards_yellow_red,-0.1907
