position,LW
minutes,551.0
passes_completed,-0.6198
passes,-0.5187
dribbles_completed,0.0179
dribbles,-0.1608
passes_completed_short,-0.3151
passes_short,-0.2075
passes_completed_medium,-0.5799
passes_medium,-0.5001
passes_completed_long,-0.77
passes_long,-0.6728
passes_total_distance,-0.7491
passes_free_kicks,-0.8293
through_balls,2.8406
passes_pressure,0.1679
passes_switches,-0.6949
crosses,0.4807
corner_kicks,-0.0915
passes_intercepted,0.0567
passes_blocked,-0.1963
dispossessed,1.5428
goals,1.1484
assists,-0.7714
pens_made,3.6427
pens_att,2.9756
shots_total,0.9068
shots_on_target,-0.2282
sca,0.5735
gca,-0.2836
xg,0.9866
crosses_into_penalty_area,0.3048
passes_into_final_third,-0.7255
passes_into_penalty_area,1.2466
progressive_passes,0.1401
carry_progressive_distance,-0.1859
assisted_shots,0.0119
fouled,0.7625
pens_won,-0.2937
tackles,-1.5826
interceptions,-1.6376
blocks,-0.297
tackles_won,-1.2651
dribble_tackles,-1.0053
dribbles_vs,-1.0124
pressures,0.4452
pressure_regains,-0.1069
clearances,-0.4254
errors,-0.376
aerials_won,-0.644
aerials_lost,0.3693
ball_recoveries,0.0172
pens_conceded,-0.3183
fouls,0.3361
cards_yellow_red,-0.1907
